book,chapter,line,textstring
0,1,54,donde se trata del discreto coloquio que sancho panza tuvo con su señor don quijote.
0,1,55,de las discretas altercaciones que don quijote y el canónigo tuvieron con otros sucesos.
0,1,56,que trata de lo que contó el cabrero a todos los que llevaban a don quijote.
0,1,57,de la pendencia que don quijote tuvo con el cabrero con la rara aventura de los deceplinantes a quien dio felice fin a costa de su sudor.
0,1,58,segunda parte del ingenioso caballero don quijote de la mancha.
0,1,59,tasa.
0,1,60,fee de erratas.
0,1,61,aprobaciones.
0,1,62,dedicatoria al conde de lemos.
0,1,63,prólogo al lector.
0,1,64,de lo que el cura y el barbero pasaron con don quijote cerca de su enfermedad.
0,1,65,que trata de la notable pendencia que sancho panza tuvo con la sobrina y ama de don quijote con otros sujetos graciosos.
0,1,66,del ridículo razonamiento que pasó entre don quijote sancho panza y el bachiller sansón carrasco.
0,1,67,donde sancho panza satisface al bachiller sansón carrasco de sus dudas y preguntas con otros sucesos dignos de saberse y de contarse.
0,1,68,de la discreta y graciosa plática que pasó entre sancho panza y su mujer teresa panza y otros sucesos dignos de felice recordación.
0,1,69,de lo que le pasó a don quijote con su sobrina y con su ama y es uno de los importantes capítulos de toda la historia.
0,1,70,de lo que pasó don quijote con su escudero con otros sucesos famosísimos.
0,1,71,donde se cuenta lo que le sucedió a don quijote yendo a ver su señora dulcinea del toboso.
0,1,72,donde se cuenta lo que en él se verá.
0,1,73,donde se cuenta la industria que sancho tuvo para encantar a la señora dulcinea y de otros sucesos tan ridículos como verdaderos.
0,1,74,de la estraña aventura que le sucedió al valeroso don quijote con el carro o carreta de las cortes de la muerte.
0,1,75,de la estraña aventura que le sucedió al valeroso don quijote con el bravo caballero de los espejos.
0,1,76,donde se prosigue la aventura del caballero del bosque con el discreto nuevo y suave coloquio que pasó entre los dos escuderos.
0,1,77,donde se prosigue la aventura del caballero del bosque.
0,1,78,donde se cuenta y da noticia de quién era el caballero de los espejos y su escudero.
0,1,79,de lo que sucedió a don quijote con un discreto caballero de la mancha.
0,1,80,de donde se declaró el último punto y estremo adonde llegó y pudo llegar el inaudito ánimo de don quijote con la felicemente acabada aventura de los leones.
0,1,81,de lo que sucedió a don quijote en el castillo o casa del caballero del verde gabán con otras cosas extravagantes.
0,1,82,donde se cuenta la aventura del pastor enamorado con otros en verdad graciosos sucesos.
0,1,83,donde se cuentan las bodas de camacho el rico con el suceso de basilio el pobre.
0,1,84,donde se prosiguen las bodas de camacho con otros gustosos sucesos.
0,1,85,donde se da cuenta de la grande aventura de la cueva de montesinos que está en el corazón de la mancha a quien dio felice cima el valeroso don quijote de la mancha.
0,1,86,de las admirables cosas que el estremado don quijote contó que había visto en la profunda cueva de montesinos cuya imposibilidad y grandeza hace que se tenga esta aventura por apócrifa.
0,1,87,donde se cuentan mil zarandajas tan impertinentes como necesarias al verdadero entendimiento desta grande historia.
0,1,88,donde se apunta la aventura del rebuzno y la graciosa del titerero con las memorables adivinanzas del mono adivino.
0,1,89,donde se prosigue la graciosa aventura del titerero con otras cosas en verdad harto buenas.
0,1,90,donde se da cuenta quiénes eran maese pedro y su mono con el mal suceso que don quijote tuvo en la aventura del rebuzno que no la acabó como él quisiera y como lo tenía pensado.
0,1,91,de cosas que dice benengeli que las sabrá quien le leyere si las lee con atención.
0,1,92,de la famosa aventura del barco encantado.
0,1,93,de lo que le avino a don quijote con una bella cazadora.
0,1,94,que trata de muchas y grandes cosas.
0,1,95,de la respuesta que dio don quijote a su reprehensor con otros graves y graciosos sucesos.
0,1,96,de la sabrosa plática que la duquesa y sus doncellas pasaron con sancho panza digna de que se lea y de que se note.
0,1,97,que cuenta de la noticia que se tuvo de cómo se había de desencantar la sin par dulcinea del toboso que es una de las aventuras más famosas deste libro.
0,1,98,donde se prosigue la noticia que tuvo don quijote del desencanto de dulcinea con otros admirables sucesos.
0,1,99,donde se cuenta la estraña y jamás imaginada aventura de la dueña dolorida alias de la condesa trifaldi con una carta que sancho panza escribió a su mujer teresa panza.
0,1,100,donde se prosigue la famosa aventura de la dueña dolorida.
0,1,101,donde se cuenta la que dio de su mala andanza la dueña dolorida.
0,1,102,donde la trifaldi prosigue su estupenda y memorable historia.
0,1,103,de cosas que atañen y tocan a esta aventura y a esta memorable historia.
0,1,104,de la venida de clavileño con el fin desta dilatada aventura.
0,1,105,de los consejos que dio don quijote a sancho panza antes que fuese a gobernar la ínsula con otras cosas bien consideradas.
0,1,106,de los consejos segundos que dio don quijote a sancho panza.
0,1,107,cómo sancho panza fue llevado al gobierno y de la estraña aventura que en el castillo sucedió a don quijote.
0,1,108,de cómo el gran sancho panza tomó la posesión de su ínsula y del modo que comenzó a gobernar.
0,1,109,del temeroso espanto cencerril y gatuno que recibió don quijote en el discurso de los amores de la enamorada altisidora.
0,1,110,donde se prosigue cómo se portaba sancho panza en su gobierno.
0,1,111,de lo que le sucedió a don quijote con doña rodríguez la dueña de la duquesa con otros acontecimientos dignos de escritura y de memoria eterna.
0,1,112,de lo que le sucedió a sancho panza rondando su ínsula.
0,1,113,donde se declara quién fueron los encantadores y verdugos que azotaron a la dueña y pellizcaron y arañaron a don quijote con el suceso que tuvo el paje que llevó la carta a teresa sancha mujer de sancho panza.
0,1,114,del progreso del gobierno de sancho panza con otros sucesos tales como buenos.
0,1,115,donde se cuenta la aventura de la segunda dueña dolorida o angustiada llamada por otro nombre doña rodríguez.
0,1,116,del fatigado fin y remate que tuvo el gobierno de sancho panza.
0,1,117,que trata de cosas tocantes a esta historia y no a otra alguna.
0,1,118,de cosas sucedidas a sancho en el camino y otras que no hay más que ver.
0,1,119,de la descomunal y nunca vista batalla que pasó entre don quijote de la mancha y el lacayo tosilos en la defensa de la hija de la dueña doña rodríguez.
0,1,120,que trata de cómo don quijote se despidió del duque y de lo que le sucedió con la discreta y desenvuelta altisidora doncella de la duquesa.
0,1,121,que trata de cómo menudearon sobre don quijote aventuras tantas que no se daban vagar unas a otras.
0,1,122,donde se cuenta del extraordinario suceso que se puede tener por aventura que le sucedió a don quijote.
0,1,123,de lo que sucedió a don quijote yendo a barcelona.
0,1,124,de lo que le sucedió a don quijote en la entrada de barcelona con otras cosas que tienen más de lo verdadero que de lo discreto.
0,1,125,que trata de la aventura de la cabeza encantada con otras niñerías que no pueden dejar de contarse.
0,1,126,de lo mal que le avino a sancho panza con la visita de las galeras y la nueva aventura de la hermosa morisca.
0,1,127,que trata de la aventura que más pesadumbre dio a don quijote de cuantas hasta entonces le habían sucedido.
0,1,128,donde se da noticia quién era el de la blanca luna con la libertad de don gregorio y de otros sucesos.
0,1,129,que trata de lo que verá el que lo leyere o lo oirá el que lo escuchare leer.
0,1,130,de la resolución que tomó don quijote de hacerse pastor y seguir la vida del campo en tanto que se pasaba el año de su promesa con otros sucesos en verdad gustosos y buenos.
0,1,131,de la cerdosa aventura que le aconteció a don quijote.
0,1,132,del más raro y más nuevo suceso que en todo el discurso desta grande historia avino a don quijote.
0,1,133,que sigue al de sesenta y nueve y trata de cosas no escusadas para la claridad desta historia.
0,1,134,de lo que a don quijote le sucedió con su escudero sancho yendo a su aldea.
0,1,135,de cómo don quijote y sancho llegaron a su aldea.
0,1,136,de los agüeros que tuvo don quijote al entrar de su aldea con otros sucesos que adornan y acreditan esta grande historia.
0,1,137,de cómo don quijote cayó malo y del testamento que hizo y su muerte.
0,2,0,tasa.
0,2,1,yo juan gallo de andrada escribano de cámara del rey nuestro señor de los que residen en su consejo certifico y doy fe que habiendo visto por los señores dél un libro intitulado el ingenioso hidalgo de la mancha compuesto por miguel de cervantes saavedra tasaron cada pliego del dicho libro a tres maravedís y medio; el cual tiene ochenta y tres pliegos que al dicho precio monta el dicho libro docientos y noventa maravedís y medio en que se ha de vender en papel; y dieron licencia para que a este precio se pueda vender y mandaron que esta tasa se ponga al principio del dicho libro y no se pueda vender sin ella.
0,2,2,y para que dello conste di la presente en valladolid a veinte días del mes de deciembre de mil y seiscientos y cuatro años.
0,2,3,juan gallo de andrada.
0,3,0,testimonio de las erratas
0,3,1,este libro no tiene cosa digna que no corresponda a su original; en testimonio de lo haber correcto di esta fee.
0,3,2,en el colegio de la madre de dios de los teólogos de la universidad de alcalá en primero de diciembre de  años.
0,3,3,el licenciado francisco murcia de la llana.
0,4,0,el rey
0,4,1,por cuanto por parte de vos miguel de cervantes nos fue fecha relación que habíades compuesto un libro intitulado el ingenioso hidalgo de la mancha el cual os había costado mucho trabajo y era muy útil y provechoso nos pedistes y suplicastes os mandásemos dar licencia y facultad para le poder imprimir y previlegio por el tiempo que fuésemos servidos o como la nuestra merced fuese; lo cual visto por los del nuestro consejo por cuanto en el dicho libro se hicieron las diligencias que la premática últimamente por nos fecha sobre la impresión de los libros dispone fue acordado que debíamos mandar dar esta nuestra cédula para vos en la dicha razón; y nos tuvímoslo por bien.
0,4,2,por la cual por os hacer bien y merced os damos licencia y facultad para que vos o la persona que vuestro poder hubiere y no otra alguna podáis imprimir el dicho libro intitulado el ingenioso hidalgo de la mancha que desuso se hace mención en todos estos nuestros reinos de castilla por tiempo y espacio de diez años que corran y se cuenten desde el dicho día de la data desta nuestra cédula; so pena que la persona o personas que sin tener vuestro poder lo imprimiere o vendiere o hiciere imprimir o vender por el mesmo caso pierda la impresión que hiciere con los moldes y aparejos della; y más incurra en pena de cincuenta mil maravedís cada vez que lo contrario hiciere.
0,4,3,la cual dicha pena sea la tercia parte para la persona que lo acusare y la otra tercia parte para nuestra cámara y la otra tercia parte para el juez que lo sentenciare.
0,4,4,con tanto que todas las veces que hubiéredes de hacer imprimir el dicho libro durante el tiempo de los dichos diez años le traigáis al nuestro consejo juntamente con el original que en él fue visto que va rubricado cada plana y firmado al fin dél de juan gallo de andrada nuestro escribano de cámara de los que en él residen para saber si la dicha impresión está conforme el original; o traigáis fe en pública forma de cómo por corretor nombrado por nuestro mandado se vio y corrigió la dicha impresión por el original y se imprimió conforme a él y quedan impresas las erratas por él apuntadas para cada un libro de los que así fueren impresos para que se tase el precio que por cada volume hubiéredes de haber.
0,4,5,y mandamos al impresor que así imprimiere el dicho libro no imprima el principio ni el primer pliego dél ni entregue más de un solo libro con el original al autor o persona a cuya costa lo imprimiere ni otro alguno para efeto de la dicha correción y tasa hasta que antes y primero el dicho libro esté corregido y tasado por los del nuestro consejo; y estando hecho y no de otra manera pueda imprimir el dicho principio y primer pliego y sucesivamente ponga esta nuestra cédula y la aprobación tasa y erratas so pena de caer e incurrir en las penas contenidas en las leyes y premáticas destos nuestros reinos.
0,4,6,y mandamos a los del nuestro consejo y a otras cualesquier justicias dellos guarden y cumplan esta nuestra cédula y lo en ella contenido.
0,4,7,fecha en valladolid a veinte y seis días del mes de setiembre de mil y seiscientos y cuatro años.
0,4,8,yo el rey.
0,4,9,por mandado del rey nuestro señor: juan de amezqueta.
0,5,0,al duque de béjar marqués de gibraleón conde de benalcázar y bañares vizconde de la puebla de alcocer señor de las villas de capilla curiel y burguillos 
0,5,1,en fe del buen acogimiento y honra que hace vuestra excelencia a toda suerte de libros como príncipe tan inclinado a favorecer las buenas artes mayormente las que por su nobleza no se abaten al servicio y granjerías del vulgo he determinado de sacar a luz al ingenioso hidalgo don quijote de la mancha al abrigo del clarísimo nombre de vuestra excelencia a quien con el acatamiento que debo a tanta grandeza suplico le reciba agradablemente en su protección para que a su sombra aunque desnudo de aquel precioso ornamento de elegancia y erudición de que suelen andar vestidas las obras que se componen en las casas de los hombres que saben ose parecer seguramente en el juicio de algunos que continiéndose en los límites de su ignorancia suelen condenar con más rigor y menos justicia los trabajos ajenos; que poniendo los ojos la prudencia de vuestra excelencia en mi buen deseo fío que no desdeñará la cortedad de tan humilde servicio.
0,5,2,miguel de cervantes saavedra.
0,6,0,prólogo
0,6,1,desocupado lector: sin juramento me podrás creer que quisiera que este libro como hijo del entendimiento fuera el más hermoso el más gallardo y más discreto que pudiera imaginarse.
0,6,2,pero no he podido yo contravenir al orden de naturaleza; que en ella cada cosa engendra su semejante.
0,6,3,y así qué podrá engendrar el estéril y mal cultivado ingenio mío sino la historia de un hijo seco avellanado antojadizo y lleno de pensamientos varios y nunca imaginados de otro alguno bien como quien se engendró en una cárcel donde toda incomodidad tiene su asiento y donde todo triste ruido hace su habitación?
0,6,4,el sosiego el lugar apacible la amenidad de los campos la serenidad de los cielos el murmurar de las fuentes la quietud del espíritu son grande parte para que las musas más estériles se muestren fecundas y ofrezcan partos al mundo que le colmen de maravilla y de contento.
0,6,5,acontece tener un padre un hijo feo y sin gracia alguna y el amor que le tiene le pone una venda en los ojos para que no vea sus faltas antes las juzga por discreciones y lindezas y las cuenta a sus amigos por agudezas y donaires.
0,6,6,pero yo que aunque parezco padre soy padrastro de don quijote no quiero irme con la corriente del uso ni suplicarte casi con las lágrimas en los ojos como otros hacen lector carísimo que perdones o disimules las faltas que en este mi hijo vieres; y ni eres su pariente ni su amigo y tienes tu alma en tu cuerpo y tu libre albedrío como el más pintado y estás en tu casa donde eres señor della como el rey de sus alcabalas y sabes lo que comúnmente se dice: que debajo de mi manto al rey mato.
0,6,7,todo lo cual te esenta y hace libre de todo respecto y obligación; y así puedes decir de la historia todo aquello que te pareciere sin temor que te calunien por el mal ni te premien por el bien que dijeres della.
0,6,8,sólo quisiera dártela monda y desnuda sin el ornato de prólogo ni de la inumerabilidad y catálogo de los acostumbrados sonetos epigramas y elogios que al principio de los libros suelen ponerse.
0,6,9,porque te sé decir que aunque me costó algún trabajo componerla ninguno tuve por mayor que hacer esta prefación que vas leyendo.
0,6,10,muchas veces tomé la pluma para escribille y muchas la dejé por no saber lo que escribiría; y estando una suspenso con el papel delante la pluma en la oreja el codo en el bufete y la mano en la mejilla pensando lo que diría entró a deshora un amigo mío gracioso y bien entendido el cual viéndome tan imaginativo me preguntó la causa; y no encubriéndosela yo le dije que pensaba en el prólogo que había de hacer a la historia de don quijote y que me tenía de suerte que ni quería hacerle ni menos sacar a luz las hazañas de tan noble caballero.
0,6,11,porque cómo queréis vos que no me tenga confuso el qué dirá el antiguo legislador que llaman vulgo cuando vea que al cabo de tantos años como ha que duermo en el silencio del olvido salgo ahora con todos mis años a cuestas con una leyenda seca como un esparto ajena de invención menguada de estilo pobre de concetos y falta de toda erudición y doctrina; sin acotaciones en las márgenes y sin anotaciones en el fin del libro como veo que están otros libros aunque sean fabulosos y profanos tan llenos de sentencias de aristóteles de platón y de toda la caterva de filósofos que admiran a los leyentes y tienen a sus autores por hombres leídos eruditos y elocuentes?
0,6,12,pues qué cuando citan la divina escritura!
0,6,13,no dirán sino que son unos santos tomases y otros doctores de la iglesia; guardando en esto un decoro tan ingenioso que en un renglón han pintado un enamorado destraído y en otro hacen un sermoncico cristiano que es un contento y un regalo oílle o leelle.
0,6,14,de todo esto ha de carecer mi libro porque ni tengo qué acotar en el margen ni qué anotar en el fin ni menos sé qué autores sigo en él para ponerlos al principio como hacen todos por las letras del a.b.c.
0,6,15,comenzando en aristóteles y acabando en xenofonte y en zoílo o zeuxis aunque fue maldiciente el uno y pintor el otro.
0,6,16,también ha de carecer mi libro de sonetos al principio a lo menos de sonetos cuyos autores sean duques marqueses condes obispos damas o poetas celebérrimos; aunque si yo los pidiese a dos o tres oficiales amigos yo sé que me los darían y tales que no les igualasen los de aquellos que tienen más nombre en nuestra españa.
0,6,17,en fin señor y amigo mío proseguí yo determino que el señor don quijote se quede sepultado en sus archivos en la mancha hasta que el cielo depare quien le adorne de tantas cosas como le faltan; porque yo me hallo incapaz de remediarlas por mi insuficiencia y pocas letras y porque naturalmente soy poltrón y perezoso de andarme buscando autores que digan lo que yo me sé decir sin ellos.
0,6,18,de aquí nace la suspensión y elevamiento amigo en que me hallastes; bastante causa para ponerme en ella la que de mí habéis oído.
0,6,19,oyendo lo cual mi amigo dándose una palmada en la frente y disparando en una carga de risa me dijo:  por dios hermano que agora me acabo de desengañar de un engaño en que he estado todo el mucho tiempo que ha que os conozco en el cual siempre os he tenido por discreto y prudente en todas vuestras aciones.
0,6,20,pero agora veo que estáis tan lejos de serlo como lo está el cielo de la tierra.
0,6,21,cómo que es posible que cosas de tan poco momento y tan fáciles de remediar puedan tener fuerzas de suspender y absortar un ingenio tan maduro como el vuestro y tan hecho a romper y atropellar por otras dificultades mayores?
0,6,22,a la fe esto no nace de falta de habilidad sino de sobra de pereza y penuria de discurso.
0,6,23,queréis ver si es verdad lo que digo?
0,6,24,pues estadme atento y veréis cómo en un abrir y cerrar de ojos confundo todas vuestras dificultades y remedio todas las faltas que decís que os suspenden y acobardan para dejar de sacar a la luz del mundo la historia de vuestro famoso don quijote luz y espejo de toda la caballería andante.
0,6,25,decid le repliqué yo oyendo lo que me decía: de qué modo pensáis llenar el vacío de mi temor y reducir a claridad el caos de mi confusión?
0,6,26,a lo cual él dijo:  lo primero en que reparáis de los sonetos epigramas o elogios que os faltan para el principio y que sean de personajes graves y de título se puede remediar en que vos mesmo toméis algún trabajo en hacerlos y después los podéis bautizar y poner el nombre que quisiéredes ahijándolos al preste juan de las indias o al emperador de trapisonda de quien yo sé que hay noticia que fueron famosos poetas; y cuando no lo hayan sido y hubiere algunos pedantes y bachilleres que por detrás os muerdan y murmuren desta verdad no se os dé dos maravedís; porque ya que os averigüen la mentira no os han de cortar la mano con que lo escribistes.
0,6,27,en lo de citar en las márgenes los libros y autores de donde sacáredes las sentencias y dichos que pusiéredes en vuestra historia no hay más sino hacer de manera que venga a pelo algunas sentencias o latines que vos sepáis de memoria o a lo menos que os cuesten poco trabajo el buscalle; como será poner tratando de libertad y cautiverio: non bene pro toto libertas venditur auro.
0,6,28,y luego en el margen citar a horacio o a quien lo dijo.
0,6,29,si tratáredes del poder de la muerte acudir luego con: pallida mors aequo pulsat pede pauperum tabernas regumque turres.
0,6,30,si de la amistad y amor que dios manda que se tenga al enemigo entraros luego al punto por la escritura divina que lo podéis hacer con tantico de curiosidad y decir las palabras por lo menos del mismo dios: ego autem dico vobis: diligite inimicos vestros.
0,6,31,si tratáredes de malos pensamientos acudid con el evangelio: de corde exeunt cogitationes malae.
0,6,32,si de la instabilidad de los amigos ahí está catón que os dará su dístico: donec eris felix multos numerabis amicos tempora si fuerint nubila solus eris.
0,6,33,y con estos latinicos y otros tales os tendrán siquiera por gramático que el serlo no es de poca honra y provecho el día de hoy.
0,6,34,en lo que toca el poner anotaciones al fin del libro seguramente lo podéis hacer desta manera: si nombráis algún gigante en vuestro libro hacelde que sea el gigante golías y con sólo esto que os costará casi nada tenéis una grande anotación pues podéis poner: el gigante golías o goliat fue un filisteo a quien el pastor david mató de una gran pedrada en el valle de terebinto según se cuenta en el libro de los reyes en el capítulo que vos halláredes que se escribe.
0,6,35,tras esto para mostraros hombre erudito en letras humanas y cosmógrafo haced de modo como en vuestra historia se nombre el río tajo y veréisos luego con otra famosa anotación poniendo: el río tajo fue así dicho por un rey de las españas; tiene su nacimiento en tal lugar y muere en el mar océano besando los muros de la famosa ciudad de lisboa; y es opinión que tiene las arenas de oro etc.
0,6,36,si tratáredes de ladrones yo os diré la historia de caco que la sé de coro; si de mujeres rameras ahí está el obispo de mondoñedo que os prestará a lamia laida y flora cuya anotación os dará gran crédito; si de crueles ovidio os entregará a medea; si de encantadores y hechiceras homero tiene a calipso y virgilio a circe; si de capitanes valerosos el mesmo julio césar os prestará a sí mismo en sus comentarios y plutarco os dará mil alejandros.
0,6,37,si tratáredes de amores con dos onzas que sepáis de la lengua toscana toparéis con león hebreo que os hincha las medidas.
0,6,38,y si no queréis andaros por tierras extrañas en vuestra casa tenéis a fonseca del amor de dios donde se cifra todo lo que vos y el más ingenioso acertare a desear en tal materia.
0,6,39,en resolución no hay más sino que vos procuréis nombrar estos nombres o tocar estas historias en la vuestra que aquí he dicho y dejadme a mí el cargo de poner las anotaciones y acotaciones; que yo os voto a tal de llenaros las márgenes y de gastar cuatro pliegos en el fin del libro.
0,6,40,vengamos ahora a la citación de los autores que los otros libros tienen que en el vuestro os faltan.
0,6,41,el remedio que esto tiene es muy fácil porque no habéis de hacer otra cosa que buscar un libro que los acote todos desde la a hasta la z como vos decís.
0,6,42,pues ese mismo abecedario pondréis vos en vuestro libro; que puesto que a la clara se vea la mentira por la poca necesidad que vos teníades de aprovecharos dellos no importa nada; y quizá alguno habrá tan simple que crea que de todos os habéis aprovechado en la simple y sencilla historia vuestra; y cuando no sirva de otra cosa por lo menos servirá aquel largo catálogo de autores a dar de improviso autoridad al libro.
0,6,43,y más que no habrá quien se ponga a averiguar si los seguistes o no los seguistes no yéndole nada en ello.
0,6,44,cuanto más que si bien caigo en la cuenta este vuestro libro no tiene necesidad de ninguna cosa de aquellas que vos decís que le falta porque todo él es una invectiva contra los libros de caballerías de quien nunca se acordó aristóteles ni dijo nada san basilio ni alcanzó cicerón; ni caen debajo de la cuenta de sus fabulosos disparates las puntualidades de la verdad ni las observaciones de la astrología; ni le son de importancia las medidas geométricas ni la confutación de los argumentos de quien se sirve la retórica; ni tiene para qué predicar a ninguno mezclando lo humano con lo divino que es un género de mezcla de quien no se ha de vestir ningún cristiano entendimiento.
0,6,45,sólo tiene que aprovecharse de la imitación en lo que fuere escribiendo; que cuanto ella fuere más perfecta tanto mejor será lo que se escribiere.
0,6,46,y pues esta vuestra escritura no mira a más que a deshacer la autoridad y cabida que en el mundo y en el vulgo tienen los libros de caballerías no hay para qué andéis mendigando sentencias de filósofos consejos de la divina escritura fábulas de poetas oraciones de retóricos milagros de santos sino procurar que a la llana con palabras significantes honestas y bien colocadas salga vuestra oración y período sonoro y festivo; pintando en todo lo que alcanzáredes y fuere posible vuestra intención dando a entender vuestros conceptos sin intricarlos y escurecerlos.
0,6,47,procurad también que leyendo vuestra historia el melancólico se mueva a risa el risueño la acreciente el simple no se enfade el discreto se admire de la invención el grave no la desprecie ni el prudente deje de alabarla.
0,6,48,en efecto llevad la mira puesta a derribar la máquina mal fundada destos caballerescos libros aborrecidos de tantos y alabados de muchos más; que si esto alcanzásedes no habríades alcanzado poco.
0,6,49,con silencio grande estuve escuchando lo que mi amigo me decía y de tal manera se imprimieron en mí sus razones que sin ponerlas en disputa las aprobé por buenas y de ellas mismas quise hacer este prólogo; en el cual verás lector suave la discreción de mi amigo la buena ventura mía en hallar en tiempo tan necesitado tal consejero y el alivio tuyo en hallar tan sincera y tan sin revueltas la historia del famoso don quijote de la mancha de quien hay opinión por todos los habitadores del distrito del campo de montiel que fue el más casto enamorado y el más valiente caballero que de muchos años a esta parte se vio en aquellos contornos.
0,6,50,yo no quiero encarecerte el servicio que te hago en darte a conocer tan noble y tan honrado caballero pero quiero que me agradezcas el conocimiento que tendrás del famoso sancho panza su escudero en quien a mi parecer te doy cifradas todas las gracias escuderiles que en la caterva de los libros vanos de caballerías están esparcidas.
0,6,51,y con esto dios te dé salud y a mí no olvide.
0,6,52,vale.
0,7,0,al libro de don quijote de la mancha.
0,7,1,urganda la desconocida si de llegarte a los bue libro fueres con letu no te dirá el boquirru que no pones bien los de.
0,7,2,mas si el pan no se te cue por ir a manos de idio verás de manos a bo aun no dar una en el cla si bien se comen las ma por mostrar que son curio.
0,7,3,y pues la expiriencia ense que el que a buen árbol se arri buena sombra le cobi en béjar tu buena estre un árbol real te ofre que da príncipes por fru en el cual floreció un du que es nuevo alejandro ma: llega a su sombra que a osa favorece la fortu.
