book,chapter,line,textstring
0,1,54,donde se trata del discreto coloquio que sancho panza tuvo con su senor don quijote.
0,1,55,de las discretas altercaciones que don quijote y el canonigo tuvieron con otros sucesos.
0,1,56,que trata de lo que conto el cabrero a todos los que llevaban a don quijote.
0,1,57,de la pendencia que don quijote tuvo con el cabrero con la rara aventura de los deceplinantes a quien dio felice fin a costa de su sudor.
0,1,58,segunda parte del ingenioso caballero don quijote de la mancha.
0,1,59,tasa.
0,1,60,fee de erratas.
0,1,61,aprobaciones.
0,1,62,dedicatoria al conde de lemos.
0,1,63,prologo al lector.
0,1,64,de lo que el cura y el barbero pasaron con don quijote cerca de su enfermedad.
0,1,65,que trata de la notable pendencia que sancho panza tuvo con la sobrina y ama de don quijote con otros sujetos graciosos.
0,1,66,del ridiculo razonamiento que paso entre don quijote sancho panza y el bachiller sanson carrasco.
0,1,67,donde sancho panza satisface al bachiller sanson carrasco de sus dudas y preguntas con otros sucesos dignos de saberse y de contarse.
0,1,68,de la discreta y graciosa platica que paso entre sancho panza y su mujer teresa panza y otros sucesos dignos de felice recordacion.
0,1,69,de lo que le paso a don quijote con su sobrina y con su ama y es uno de los importantes capitulos de toda la historia.
0,1,70,de lo que paso don quijote con su escudero con otros sucesos famosisimos.
0,1,71,donde se cuenta lo que le sucedio a don quijote yendo a ver su senora dulcinea del toboso.
0,1,72,donde se cuenta lo que en el se vera.
0,1,73,donde se cuenta la industria que sancho tuvo para encantar a la senora dulcinea y de otros sucesos tan ridiculos como verdaderos.
0,1,74,de la estrana aventura que le sucedio al valeroso don quijote con el carro o carreta de las cortes de la muerte.
0,1,75,de la estrana aventura que le sucedio al valeroso don quijote con el bravo caballero de los espejos.
0,1,76,donde se prosigue la aventura del caballero del bosque con el discreto nuevo y suave coloquio que paso entre los dos escuderos.
0,1,77,donde se prosigue la aventura del caballero del bosque.
0,1,78,donde se cuenta y da noticia de quien era el caballero de los espejos y su escudero.
0,1,79,de lo que sucedio a don quijote con un discreto caballero de la mancha.
0,1,80,de donde se declaro el ultimo punto y estremo adonde llego y pudo llegar el inaudito animo de don quijote con la felicemente acabada aventura de los leones.
0,1,81,de lo que sucedio a don quijote en el castillo o casa del caballero del verde gaban con otras cosas extravagantes.
0,1,82,donde se cuenta la aventura del pastor enamorado con otros en verdad graciosos sucesos.
0,1,83,donde se cuentan las bodas de camacho el rico con el suceso de basilio el pobre.
0,1,84,donde se prosiguen las bodas de camacho con otros gustosos sucesos.
0,1,85,donde se da cuenta de la grande aventura de la cueva de montesinos que esta en el corazon de la mancha a quien dio felice cima el valeroso don quijote de la mancha.
0,1,86,de las admirables cosas que el estremado don quijote conto que habia visto en la profunda cueva de montesinos cuya imposibilidad y grandeza hace que se tenga esta aventura por apocrifa.
0,1,87,donde se cuentan mil zarandajas tan impertinentes como necesarias al verdadero entendimiento desta grande historia.
0,1,88,donde se apunta la aventura del rebuzno y la graciosa del titerero con las memorables adivinanzas del mono adivino.
0,1,89,donde se prosigue la graciosa aventura del titerero con otras cosas en verdad harto buenas.
0,1,90,donde se da cuenta quienes eran maese pedro y su mono con el mal suceso que don quijote tuvo en la aventura del rebuzno que no la acabo como el quisiera y como lo tenia pensado.
0,1,91,de cosas que dice benengeli que las sabra quien le leyere si las lee con atencion.
0,1,92,de la famosa aventura del barco encantado.
0,1,93,de lo que le avino a don quijote con una bella cazadora.
0,1,94,que trata de muchas y grandes cosas.
0,1,95,de la respuesta que dio don quijote a su reprehensor con otros graves y graciosos sucesos.
0,1,96,de la sabrosa platica que la duquesa y sus doncellas pasaron con sancho panza digna de que se lea y de que se note.
0,1,97,que cuenta de la noticia que se tuvo de como se habia de desencantar la sin par dulcinea del toboso que es una de las aventuras mas famosas deste libro.
0,1,98,donde se prosigue la noticia que tuvo don quijote del desencanto de dulcinea con otros admirables sucesos.
0,1,99,donde se cuenta la estrana y jamas imaginada aventura de la duena dolorida alias de la condesa trifaldi con una carta que sancho panza escribio a su mujer teresa panza.
0,1,100,donde se prosigue la famosa aventura de la duena dolorida.
0,1,101,donde se cuenta la que dio de su mala andanza la duena dolorida.
0,1,102,donde la trifaldi prosigue su estupenda y memorable historia.
0,1,103,de cosas que atanen y tocan a esta aventura y a esta memorable historia.
0,1,104,de la venida de clavileno con el fin desta dilatada aventura.
0,1,105,de los consejos que dio don quijote a sancho panza antes que fuese a gobernar la insula con otras cosas bien consideradas.
0,1,106,de los consejos segundos que dio don quijote a sancho panza.
0,1,107,como sancho panza fue llevado al gobierno y de la estrana aventura que en el castillo sucedio a don quijote.
0,1,108,de como el gran sancho panza tomo la posesion de su insula y del modo que comenzo a gobernar.
0,1,109,del temeroso espanto cencerril y gatuno que recibio don quijote en el discurso de los amores de la enamorada altisidora.
0,1,110,donde se prosigue como se portaba sancho panza en su gobierno.
0,1,111,de lo que le sucedio a don quijote con dona rodriguez la duena de la duquesa con otros acontecimientos dignos de escritura y de memoria eterna.
0,1,112,de lo que le sucedio a sancho panza rondando su insula.
0,1,113,donde se declara quien fueron los encantadores y verdugos que azotaron a la duena y pellizcaron y aranaron a don quijote con el suceso que tuvo el paje que llevo la carta a teresa sancha mujer de sancho panza.
0,1,114,del progreso del gobierno de sancho panza con otros sucesos tales como buenos.
0,1,115,donde se cuenta la aventura de la segunda duena dolorida o angustiada llamada por otro nombre dona rodriguez.
0,1,116,del fatigado fin y remate que tuvo el gobierno de sancho panza.
0,1,117,que trata de cosas tocantes a esta historia y no a otra alguna.
0,1,118,de cosas sucedidas a sancho en el camino y otras que no hay mas que ver.
0,1,119,de la descomunal y nunca vista batalla que paso entre don quijote de la mancha y el lacayo tosilos en la defensa de la hija de la duena dona rodriguez.
0,1,120,que trata de como don quijote se despidio del duque y de lo que le sucedio con la discreta y desenvuelta altisidora doncella de la duquesa.
0,1,121,que trata de como menudearon sobre don quijote aventuras tantas que no se daban vagar unas a otras.
0,1,122,donde se cuenta del extraordinario suceso que se puede tener por aventura que le sucedio a don quijote.
0,1,123,de lo que sucedio a don quijote yendo a barcelona.
0,1,124,de lo que le sucedio a don quijote en la entrada de barcelona con otras cosas que tienen mas de lo verdadero que de lo discreto.
0,1,125,que trata de la aventura de la cabeza encantada con otras ninerias que no pueden dejar de contarse.
0,1,126,de lo mal que le avino a sancho panza con la visita de las galeras y la nueva aventura de la hermosa morisca.
0,1,127,que trata de la aventura que mas pesadumbre dio a don quijote de cuantas hasta entonces le habian sucedido.
0,1,128,donde se da noticia quien era el de la blanca luna con la libertad de don gregorio y de otros sucesos.
0,1,129,que trata de lo que vera el que lo leyere o lo oira el que lo escuchare leer.
0,1,130,de la resolucion que tomo don quijote de hacerse pastor y seguir la vida del campo en tanto que se pasaba el ano de su promesa con otros sucesos en verdad gustosos y buenos.
0,1,131,de la cerdosa aventura que le acontecio a don quijote.
0,1,132,del mas raro y mas nuevo suceso que en todo el discurso desta grande historia avino a don quijote.
0,1,133,que sigue al de sesenta y nueve y trata de cosas no escusadas para la claridad desta historia.
0,1,134,de lo que a don quijote le sucedio con su escudero sancho yendo a su aldea.
0,1,135,de como don quijote y sancho llegaron a su aldea.
0,1,136,de los agueros que tuvo don quijote al entrar de su aldea con otros sucesos que adornan y acreditan esta grande historia.
0,1,137,de como don quijote cayo malo y del testamento que hizo y su muerte.
0,2,0,tasa.
0,2,1,yo juan gallo de andrada escribano de camara del rey nuestro senor de los que residen en su consejo certifico y doy fe que habiendo visto por los senores del un libro intitulado el ingenioso hidalgo de la mancha compuesto por miguel de cervantes saavedra tasaron cada pliego del dicho libro a tres maravedis y medio; el cual tiene ochenta y tres pliegos que al dicho precio monta el dicho libro docientos y noventa maravedis y medio en que se ha de vender en papel; y dieron licencia para que a este precio se pueda vender y mandaron que esta tasa se ponga al principio del dicho libro y no se pueda vender sin ella.
0,2,2,y para que dello conste di la presente en valladolid a veinte dias del mes de deciembre de mil y seiscientos y cuatro anos.
0,2,3,juan gallo de andrada.
0,3,0,testimonio de las erratas
0,3,1,este libro no tiene cosa digna que no corresponda a su original; en testimonio de lo haber correcto di esta fee.
0,3,2,en el colegio de la madre de dios de los teologos de la universidad de alcala en primero de diciembre de  anos.
0,3,3,el licenciado francisco murcia de la llana.
0,4,0,el rey
0,4,1,por cuanto por parte de vos miguel de cervantes nos fue fecha relacion que habiades compuesto un libro intitulado el ingenioso hidalgo de la mancha el cual os habia costado mucho trabajo y era muy util y provechoso nos pedistes y suplicastes os mandasemos dar licencia y facultad para le poder imprimir y previlegio por el tiempo que fuesemos servidos o como la nuestra merced fuese; lo cual visto por los del nuestro consejo por cuanto en el dicho libro se hicieron las diligencias que la prematica ultimamente por nos fecha sobre la impresion de los libros dispone fue acordado que debiamos mandar dar esta nuestra cedula para vos en la dicha razon; y nos tuvimoslo por bien.
0,4,2,por la cual por os hacer bien y merced os damos licencia y facultad para que vos o la persona que vuestro poder hubiere y no otra alguna podais imprimir el dicho libro intitulado el ingenioso hidalgo de la mancha que desuso se hace mencion en todos estos nuestros reinos de castilla por tiempo y espacio de diez anos que corran y se cuenten desde el dicho dia de la data desta nuestra cedula; so pena que la persona o personas que sin tener vuestro poder lo imprimiere o vendiere o hiciere imprimir o vender por el mesmo caso pierda la impresion que hiciere con los moldes y aparejos della; y mas incurra en pena de cincuenta mil maravedis cada vez que lo contrario hiciere.
0,4,3,la cual dicha pena sea la tercia parte para la persona que lo acusare y la otra tercia parte para nuestra camara y la otra tercia parte para el juez que lo sentenciare.
0,4,4,con tanto que todas las veces que hubieredes de hacer imprimir el dicho libro durante el tiempo de los dichos diez anos le traigais al nuestro consejo juntamente con el original que en el fue visto que va rubricado cada plana y firmado al fin del de juan gallo de andrada nuestro escribano de camara de los que en el residen para saber si la dicha impresion esta conforme el original; o traigais fe en publica forma de como por corretor nombrado por nuestro mandado se vio y corrigio la dicha impresion por el original y se imprimio conforme a el y quedan impresas las erratas por el apuntadas para cada un libro de los que asi fueren impresos para que se tase el precio que por cada volume hubieredes de haber.
0,4,5,y mandamos al impresor que asi imprimiere el dicho libro no imprima el principio ni el primer pliego del ni entregue mas de un solo libro con el original al autor o persona a cuya costa lo imprimiere ni otro alguno para efeto de la dicha correcion y tasa hasta que antes y primero el dicho libro este corregido y tasado por los del nuestro consejo; y estando hecho y no de otra manera pueda imprimir el dicho principio y primer pliego y sucesivamente ponga esta nuestra cedula y la aprobacion tasa y erratas so pena de caer e incurrir en las penas contenidas en las leyes y prematicas destos nuestros reinos.
0,4,6,y mandamos a los del nuestro consejo y a otras cualesquier justicias dellos guarden y cumplan esta nuestra cedula y lo en ella contenido.
0,4,7,fecha en valladolid a veinte y seis dias del mes de setiembre de mil y seiscientos y cuatro anos.
0,4,8,yo el rey.
0,4,9,por mandado del rey nuestro senor: juan de amezqueta.
0,5,0,al duque de bejar marques de gibraleon conde de benalcazar y banares vizconde de la puebla de alcocer senor de las villas de capilla curiel y burguillos
0,5,1,en fe del buen acogimiento y honra que hace vuestra excelencia a toda suerte de libros como principe tan inclinado a favorecer las buenas artes mayormente las que por su nobleza no se abaten al servicio y granjerias del vulgo he determinado de sacar a luz al ingenioso hidalgo don quijote de la mancha al abrigo del clarisimo nombre de vuestra excelencia a quien con el acatamiento que debo a tanta grandeza suplico le reciba agradablemente en su proteccion para que a su sombra aunque desnudo de aquel precioso ornamento de elegancia y erudicion de que suelen andar vestidas las obras que se componen en las casas de los hombres que saben ose parecer seguramente en el juicio de algunos que continiendose en los limites de su ignorancia suelen condenar con mas rigor y menos justicia los trabajos ajenos; que poniendo los ojos la prudencia de vuestra excelencia en mi buen deseo fio que no desdenara la cortedad de tan humilde servicio.
0,5,2,miguel de cervantes saavedra.
0,6,0,prologo
0,6,1,desocupado lector: sin juramento me podras creer que quisiera que este libro como hijo del entendimiento fuera el mas hermoso el mas gallardo y mas discreto que pudiera imaginarse.
0,6,2,pero no he podido yo contravenir al orden de naturaleza; que en ella cada cosa engendra su semejante.
0,6,3,y asi que podra engendrar el esteril y mal cultivado ingenio mio sino la historia de un hijo seco avellanado antojadizo y lleno de pensamientos varios y nunca imaginados de otro alguno bien como quien se engendro en una carcel donde toda incomodidad tiene su asiento y donde todo triste ruido hace su habitacion?
0,6,4,el sosiego el lugar apacible la amenidad de los campos la serenidad de los cielos el murmurar de las fuentes la quietud del espiritu son grande parte para que las musas mas esteriles se muestren fecundas y ofrezcan partos al mundo que le colmen de maravilla y de contento.
0,6,5,acontece tener un padre un hijo feo y sin gracia alguna y el amor que le tiene le pone una venda en los ojos para que no vea sus faltas antes las juzga por discreciones y lindezas y las cuenta a sus amigos por agudezas y donaires.
0,6,6,pero yo que aunque parezco padre soy padrastro de don quijote no quiero irme con la corriente del uso ni suplicarte casi con las lagrimas en los ojos como otros hacen lector carisimo que perdones o disimules las faltas que en este mi hijo vieres; y ni eres su pariente ni su amigo y tienes tu alma en tu cuerpo y tu libre albedrio como el mas pintado y estas en tu casa donde eres senor della como el rey de sus alcabalas y sabes lo que comunmente se dice: que debajo de mi manto al rey mato.
0,6,7,todo lo cual te esenta y hace libre de todo respecto y obligacion; y asi puedes decir de la historia todo aquello que te pareciere sin temor que te calunien por el mal ni te premien por el bien que dijeres della.
0,6,8,solo quisiera dartela monda y desnuda sin el ornato de prologo ni de la inumerabilidad y catalogo de los acostumbrados sonetos epigramas y elogios que al principio de los libros suelen ponerse.
0,6,9,porque te se decir que aunque me costo algun trabajo componerla ninguno tuve por mayor que hacer esta prefacion que vas leyendo.
0,6,10,muchas veces tome la pluma para escribille y muchas la deje por no saber lo que escribiria; y estando una suspenso con el papel delante la pluma en la oreja el codo en el bufete y la mano en la mejilla pensando lo que diria entro a deshora un amigo mio gracioso y bien entendido el cual viendome tan imaginativo me pregunto la causa; y no encubriendosela yo le dije que pensaba en el prologo que habia de hacer a la historia de don quijote y que me tenia de suerte que ni queria hacerle ni menos sacar a luz las hazanas de tan noble caballero.
0,6,11,porque como quereis vos que no me tenga confuso el que dira el antiguo legislador que llaman vulgo cuando vea que al cabo de tantos anos como ha que duermo en el silencio del olvido salgo ahora con todos mis anos a cuestas con una leyenda seca como un esparto ajena de invencion menguada de estilo pobre de concetos y falta de toda erudicion y doctrina; sin acotaciones en las margenes y sin anotaciones en el fin del libro como veo que estan otros libros aunque sean fabulosos y profanos tan llenos de sentencias de aristoteles de platon y de toda la caterva de filosofos que admiran a los leyentes y tienen a sus autores por hombres leidos eruditos y elocuentes?
0,6,12,pues que cuando citan la divina escritura!
0,6,13,no diran sino que son unos santos tomases y otros doctores de la iglesia; guardando en esto un decoro tan ingenioso que en un renglon han pintado un enamorado destraido y en otro hacen un sermoncico cristiano que es un contento y un regalo oille o leelle.
0,6,14,de todo esto ha de carecer mi libro porque ni tengo que acotar en el margen ni que anotar en el fin ni menos se que autores sigo en el para ponerlos al principio como hacen todos por las letras del a.b.c.
0,6,15,comenzando en aristoteles y acabando en xenofonte y en zoilo o zeuxis aunque fue maldiciente el uno y pintor el otro.
0,6,16,tambien ha de carecer mi libro de sonetos al principio a lo menos de sonetos cuyos autores sean duques marqueses condes obispos damas o poetas celeberrimos; aunque si yo los pidiese a dos o tres oficiales amigos yo se que me los darian y tales que no les igualasen los de aquellos que tienen mas nombre en nuestra espana.
0,6,17,en fin senor y amigo mio prosegui yo determino que el senor don quijote se quede sepultado en sus archivos en la mancha hasta que el cielo depare quien le adorne de tantas cosas como le faltan; porque yo me hallo incapaz de remediarlas por mi insuficiencia y pocas letras y porque naturalmente soy poltron y perezoso de andarme buscando autores que digan lo que yo me se decir sin ellos.
0,6,18,de aqui nace la suspension y elevamiento amigo en que me hallastes; bastante causa para ponerme en ella la que de mi habeis oido.
0,6,19,oyendo lo cual mi amigo dandose una palmada en la frente y disparando en una carga de risa me dijo:  por dios hermano que agora me acabo de desenganar de un engano en que he estado todo el mucho tiempo que ha que os conozco en el cual siempre os he tenido por discreto y prudente en todas vuestras aciones.
0,6,20,pero agora veo que estais tan lejos de serlo como lo esta el cielo de la tierra.
0,6,21,como que es posible que cosas de tan poco momento y tan faciles de remediar puedan tener fuerzas de suspender y absortar un ingenio tan maduro como el vuestro y tan hecho a romper y atropellar por otras dificultades mayores?
0,6,22,a la fe esto no nace de falta de habilidad sino de sobra de pereza y penuria de discurso.
0,6,23,quereis ver si es verdad lo que digo?
0,6,24,pues estadme atento y vereis como en un abrir y cerrar de ojos confundo todas vuestras dificultades y remedio todas las faltas que decis que os suspenden y acobardan para dejar de sacar a la luz del mundo la historia de vuestro famoso don quijote luz y espejo de toda la caballeria andante.
0,6,25,decid le replique yo oyendo lo que me decia: de que modo pensais llenar el vacio de mi temor y reducir a claridad el caos de mi confusion?
0,6,26,a lo cual el dijo:  lo primero en que reparais de los sonetos epigramas o elogios que os faltan para el principio y que sean de personajes graves y de titulo se puede remediar en que vos mesmo tomeis algun trabajo en hacerlos y despues los podeis bautizar y poner el nombre que quisieredes ahijandolos al preste juan de las indias o al emperador de trapisonda de quien yo se que hay noticia que fueron famosos poetas; y cuando no lo hayan sido y hubiere algunos pedantes y bachilleres que por detras os muerdan y murmuren desta verdad no se os de dos maravedis; porque ya que os averiguen la mentira no os han de cortar la mano con que lo escribistes.
0,6,27,en lo de citar en las margenes los libros y autores de donde sacaredes las sentencias y dichos que pusieredes en vuestra historia no hay mas sino hacer de manera que venga a pelo algunas sentencias o latines que vos sepais de memoria o a lo menos que os cuesten poco trabajo el buscalle; como sera poner tratando de libertad y cautiverio: non bene pro toto libertas venditur auro.
0,6,28,y luego en el margen citar a horacio o a quien lo dijo.
0,6,29,si trataredes del poder de la muerte acudir luego con: pallida mors aequo pulsat pede pauperum tabernas regumque turres.
0,6,30,si de la amistad y amor que dios manda que se tenga al enemigo entraros luego al punto por la escritura divina que lo podeis hacer con tantico de curiosidad y decir las palabras por lo menos del mismo dios: ego autem dico vobis: diligite inimicos vestros.
0,6,31,si trataredes de malos pensamientos acudid con el evangelio: de corde exeunt cogitationes malae.
0,6,32,si de la instabilidad de los amigos ahi esta caton que os dara su distico: donec eris felix multos numerabis amicos tempora si fuerint nubila solus eris.
0,6,33,y con estos latinicos y otros tales os tendran siquiera por gramatico que el serlo no es de poca honra y provecho el dia de hoy.
0,6,34,en lo que toca el poner anotaciones al fin del libro seguramente lo podeis hacer desta manera: si nombrais algun gigante en vuestro libro hacelde que sea el gigante golias y con solo esto que os costara casi nada teneis una grande anotacion pues podeis poner: el gigante golias o goliat fue un filisteo a quien el pastor david mato de una gran pedrada en el valle de terebinto segun se cuenta en el libro de los reyes en el capitulo que vos hallaredes que se escribe.
0,6,35,tras esto para mostraros hombre erudito en letras humanas y cosmografo haced de modo como en vuestra historia se nombre el rio tajo y vereisos luego con otra famosa anotacion poniendo: el rio tajo fue asi dicho por un rey de las espanas; tiene su nacimiento en tal lugar y muere en el mar oceano besando los muros de la famosa ciudad de lisboa; y es opinion que tiene las arenas de oro etc.
0,6,36,si trataredes de ladrones yo os dire la historia de caco que la se de coro; si de mujeres rameras ahi esta el obispo de mondonedo que os prestara a lamia laida y flora cuya anotacion os dara gran credito; si de crueles ovidio os entregara a medea; si de encantadores y hechiceras homero tiene a calipso y virgilio a circe; si de capitanes valerosos el mesmo julio cesar os prestara a si mismo en sus comentarios y plutarco os dara mil alejandros.
0,6,37,si trataredes de amores con dos onzas que sepais de la lengua toscana topareis con leon hebreo que os hincha las medidas.
0,6,38,y si no quereis andaros por tierras extranas en vuestra casa teneis a fonseca del amor de dios donde se cifra todo lo que vos y el mas ingenioso acertare a desear en tal materia.
0,6,39,en resolucion no hay mas sino que vos procureis nombrar estos nombres o tocar estas historias en la vuestra que aqui he dicho y dejadme a mi el cargo de poner las anotaciones y acotaciones; que yo os voto a tal de llenaros las margenes y de gastar cuatro pliegos en el fin del libro.
0,6,40,vengamos ahora a la citacion de los autores que los otros libros tienen que en el vuestro os faltan.
0,6,41,el remedio que esto tiene es muy facil porque no habeis de hacer otra cosa que buscar un libro que los acote todos desde la a hasta la z como vos decis.
0,6,42,pues ese mismo abecedario pondreis vos en vuestro libro; que puesto que a la clara se vea la mentira por la poca necesidad que vos teniades de aprovecharos dellos no importa nada; y quiza alguno habra tan simple que crea que de todos os habeis aprovechado en la simple y sencilla historia vuestra; y cuando no sirva de otra cosa por lo menos servira aquel largo catalogo de autores a dar de improviso autoridad al libro.
0,6,43,y mas que no habra quien se ponga a averiguar si los seguistes o no los seguistes no yendole nada en ello.
0,6,44,cuanto mas que si bien caigo en la cuenta este vuestro libro no tiene necesidad de ninguna cosa de aquellas que vos decis que le falta porque todo el es una invectiva contra los libros de caballerias de quien nunca se acordo aristoteles ni dijo nada san basilio ni alcanzo ciceron; ni caen debajo de la cuenta de sus fabulosos disparates las puntualidades de la verdad ni las observaciones de la astrologia; ni le son de importancia las medidas geometricas ni la confutacion de los argumentos de quien se sirve la retorica; ni tiene para que predicar a ninguno mezclando lo humano con lo divino que es un genero de mezcla de quien no se ha de vestir ningun cristiano entendimiento.
0,6,45,solo tiene que aprovecharse de la imitacion en lo que fuere escribiendo; que cuanto ella fuere mas perfecta tanto mejor sera lo que se escribiere.
0,6,46,y pues esta vuestra escritura no mira a mas que a deshacer la autoridad y cabida que en el mundo y en el vulgo tienen los libros de caballerias no hay para que andeis mendigando sentencias de filosofos consejos de la divina escritura fabulas de poetas oraciones de retoricos milagros de santos sino procurar que a la llana con palabras significantes honestas y bien colocadas salga vuestra oracion y periodo sonoro y festivo; pintando en todo lo que alcanzaredes y fuere posible vuestra intencion dando a entender vuestros conceptos sin intricarlos y escurecerlos.
0,6,47,procurad tambien que leyendo vuestra historia el melancolico se mueva a risa el risueno la acreciente el simple no se enfade el discreto se admire de la invencion el grave no la desprecie ni el prudente deje de alabarla.
0,6,48,en efecto llevad la mira puesta a derribar la maquina mal fundada destos caballerescos libros aborrecidos de tantos y alabados de muchos mas; que si esto alcanzasedes no habriades alcanzado poco.
0,6,49,con silencio grande estuve escuchando lo que mi amigo me decia y de tal manera se imprimieron en mi sus razones que sin ponerlas en disputa las aprobe por buenas y de ellas mismas quise hacer este prologo; en el cual veras lector suave la discrecion de mi amigo la buena ventura mia en hallar en tiempo tan necesitado tal consejero y el alivio tuyo en hallar tan sincera y tan sin revueltas la historia del famoso don quijote de la mancha de quien hay opinion por todos los habitadores del distrito del campo de montiel que fue el mas casto enamorado y el mas valiente caballero que de muchos anos a esta parte se vio en aquellos contornos.
0,6,50,yo no quiero encarecerte el servicio que te hago en darte a conocer tan noble y tan honrado caballero pero quiero que me agradezcas el conocimiento que tendras del famoso sancho panza su escudero en quien a mi parecer te doy cifradas todas las gracias escuderiles que en la caterva de los libros vanos de caballerias estan esparcidas.
0,6,51,y con esto dios te de salud y a mi no olvide.
0,6,52,vale.
0,7,0,al libro de don quijote de la mancha.
0,7,1,urganda la desconocida si de llegarte a los bue libro fueres con letu no te dira el boquirru que no pones bien los de.
0,7,2,mas si el pan no se te cue por ir a manos de idio veras de manos a bo aun no dar una en el cla si bien se comen las ma por mostrar que son curio.
0,7,3,y pues la expiriencia ense que el que a buen arbol se arri buena sombra le cobi en bejar tu buena estre un arbol real te ofre que da principes por fru en el cual florecio un du que es nuevo alejandro ma: llega a su sombra que a osa favorece la fortu.
0,7,4,de un noble hidalgo manche contaras las aventu a quien ociosas letu trastornaron la cabe: damas armas caballe le provocaron de mo que cual orlando furio templado a lo enamora alcanzo a fuerza de bra a dulcinea del tobo.
